"'Morinda coreia'","16.50","0","plot14"
"'Pterocarpus santalinus'","11.00","0","plot14"
"'Pterocarpus santalinus'","11.50","0","plot14"
"'Pterocarpus santalinus'","12.50","0","plot14"
"'Pterocarpus santalinus'","13.00","0","plot14"
"'Pterocarpus santalinus'","17.00","0","plot14"
"'Pterocarpus santalinus'","20.00","0","plot14"
"'Pterocarpus santalinus'","22.00","0","plot14"
"'Pterocarpus santalinus'","27.00","0","plot14"
"'Pterocarpus santalinus'","30.00","0","plot14"
"'Pterocarpus santalinus'","32.00","0","plot14"
"'Pterocarpus santalinus'","48.00","0","plot14"
"'Randia sp'","25.38","0","plot14"
"'Terminalia arjuna'","13.20","0","plot14"
"'Terminalia arjuna'","28.30","0","plot14"
"'Terminalia arjuna'","41.04","0","plot14"
"'Terminalia arjuna'","48.88","0","plot14"
"'Terminalia bellerica'","12.50","0","plot14"
"'Terminalia bellerica'","19.00","0","plot14"
"'Terminalia bellerica'","69.00","0","plot14"
"'Walsura trifoliata'","8.02","0","plot14"
"'Acacia holosericea'","8.80","0","plot15"
"'Acacia holosericea'","9.30","0","plot15"
"'Acacia holosericea'","9.38","0","plot15"
"'Acacia holosericea'","8.85","0","plot15"
"'Acacia holosericea'","10.43","0","plot15"
"'Acacia holosericea'","12.14","0","plot15"
"'Acacia holosericea'","11.88","0","plot15"
"'Acacia holosericea'","9.01","0","plot15"
"'Acacia holosericea'","8.00","0","plot15"
"'Acacia holosericea'","11.15","0","plot15"
"'Acacia holosericea'","15.63","0","plot15"
"'Acacia holosericea'","8.50","0","plot15"
"'Acacia holosericea'","10.70","0","plot15"
"'Acacia holosericea'","9.00","0","plot15"
"'Acacia holosericea'","11.05","0","plot15"
"'Acacia holosericea'","16.51","0","plot15"
"'Acacia holosericea'","10.82","0","plot15"
"'Acacia holosericea'","13.86","0","plot15"
"'Acacia holosericea'","15.70","0","plot15"
"'Acacia holosericea'","14.74","0","plot15"
"'Acacia holosericea'","14.71","0","plot15"
"'Acacia holosericea'","13.19","0","plot15"
"'Acacia holosericea'","14.87","0","plot15"
"'Acacia holosericea'","15.01","0","plot15"
"'Acacia holosericea'","14.00","0","plot15"
"'Acacia holosericea'","15.00","0","plot15"
"'Albizia amara'","17.41","0","plot15"
"'Albizia amara'","33.35","0","plot15"
"'Azadirachta indica'","18.00","0","plot15"
"'Azadirachta indica'","36.80","0","plot15"
"'Bridelia retusa'","9.00","0","plot15"
"'Bridelia retusa'","14.00","0","plot15"
"'Bridelia retusa'","20.42","0","plot15"
"'Bridelia retusa'","16.00","0","plot15"
"'Butea monosperma'","11.00","0","plot15"
"'Butea monosperma'","15.50","0","plot15"
"'Butea monosperma'","38.91","0","plot15"
"'Butea monosperma'","58.12","0","plot15"
"'Dodonaea angustifolia'","17.92","0","plot15"
"'Dolichandrone falcata'","21.93","0","plot15"
"'Dolichandrone falcata'","22.80","0","plot15"
"'Dolichandrone falcata'","26.87","0","plot15"
"'Guazuma ulmifolia'","27.00","0","plot15"
"'Manilkara hexandra'","16.05","0","plot15"
"'Manilkara hexandra'","16.14","0","plot15"
"'Manilkara hexandra'","20.35","0","plot15"
"'Memecylon umbellatum'","14.35","0","plot15"
"'Memecylon umbellatum'","20.27","0","plot15"
"'Memecylon umbellatum'","20.22","0","plot15"
"'Pterocarpus santalinus'","16.50","0","plot15"
"'Pterocarpus santalinus'","21.50","0","plot15"
"'Pterocarpus santalinus'","24.50","0","plot15"
"'Syzgium cumini'","76.60","0","plot15"
"'Syzgium cumini'","34.71","0","plot15"
"'Acacia auriculiformis'","11.00","0","plot2"
"'Acacia auriculiformis'","13.00","0","plot2"
"'Acacia auriculiformis'","22.80","0","plot2"
"'Acacia auriculiformis'","26.00","0","plot2"
"'Acacia holosericea'","12.00","0","plot2"
"'Acacia mangium'","10.44","0","plot2"
"'Acacia mangium'","11.40","0","plot2"
"'Acacia mangium'","11.00","0","plot2"
"'Acacia mangium'","12.00","0","plot2"
"'Bridelia retusa'","11.00","0","plot2"
"'Dodonaea angustifolia'","7.50","0","plot2"
"'Dodonaea angustifolia'","8.94","0","plot2"
"'Dodonaea angustifolia'","6.56","0","plot2"
"'Dodonaea angustifolia'","8.12","0","plot2"
"'Dodonaea angustifolia'","11.00","0","plot2"
"'Dodonaea angustifolia'","11.05","0","plot2"
"'Dodonaea angustifolia'","7.81","0","plot2"
"'Dodonaea angustifolia'","9.55","0","plot2"
"'Dodonaea angustifolia'","8.60","0","plot2"
"'Dodonaea angustifolia'","9.11","0","plot2"
"'Dodonaea angustifolia'","13.04","0","plot2"
"'Dodonaea angustifolia'","10.91","0","plot2"
"'Dodonaea angustifolia'","9.49","0","plot2"
"'Dodonaea angustifolia'","14.00","0","plot2"
"'Dodonaea angustifolia'","9.00","0","plot2"
"'Dodonaea angustifolia'","20.90","0","plot2"
"'Gliricidia sepium'","17.86","0","plot2"
"'Gliricidia sepium'","15.49","0","plot2"
"'Memecylon umbellatum'","8.60","0","plot2"
"'Memecylon umbellatum'","13.19","0","plot2"
"'Morinda coreia'","10.82","0","plot2"
"'Morinda coreia'","7.00","0","plot2"
"'Morinda coreia'","14.00","0","plot2"
"'Morinda coreia'","17.00","0","plot2"
"'Syzgium cumini'","12.00","0","plot2"
"'Syzgium cumini'","17.46","0","plot2"
"'Syzgium cumini'","43.00","0","plot2"
"'Syzgium cumini'","45.00","0","plot2"
"'Ziziphus oenoplia'","9.00","0","plot2"
"'Ziziphus oenoplia'","13.75","0","plot2"
"'Acacia auriculiformis'","14.93","0","plot3"
"'Acacia auriculiformis'","7.28","0","plot3"
"'Acacia auriculiformis'","11.00","0","plot3"
"'Acacia auriculiformis'","22.14","0","plot3"
"'Acacia auriculiformis'","13.00","0","plot3"
"'Acacia auriculiformis'","17.00","0","plot3"
"'Acacia auriculiformis'","18.00","0","plot3"
"'Acacia holosericea'","10.00","0","plot3"
"'Acacia holosericea'","12.00","0","plot3"
"'Acacia mangium'","19.00","0","plot3"
